"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"","CER_D18_2_24_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:2/24:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D18_2_24_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:2/24:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D18_2_26_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d18:2/26:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D19_1_16_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d19:1/16:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D19_1_18_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d19:1/18:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D19_1_20_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d19:1/20:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D19_1_22_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d19:1/22:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D19_1_24_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d19:1/24:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D19_1_24_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d19:1/24:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D19_1_26_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d19:1/26:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D20_1_22_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d20:1/22:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D20_1_24_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d20:1/24:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D20_1_24_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d20:1/24:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","CER_D20_1_26_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Cer(d20:1/26:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","COH","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","COH","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DE_16_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DE(16:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DE_18_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DE(18:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DE_18_2_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DE(18:2)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DE_20_4_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DE(20:4)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DE_20_5_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DE(20:5)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DE_22_6_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DE(22:6)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_14_0_16_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(14:0_16:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_14_0_18_2_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(14:0_18:2)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_16_0_16_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(16:0_16:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_16_0_16_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(16:0_16:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_16_0_18_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(16:0_18:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_16_0_18_2_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(16:0_18:2)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_16_0_20_4_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(16:0_20:4)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_16_0_22_5_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(16:0_22:5)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_16_0_22_6_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(16:0_22:6)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_16_1_18_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(16:1_18:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_18_0_18_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(18:0_18:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_18_0_18_2_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(18:0_18:2)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_18_0_20_4_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(18:0_20:4)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_18_1_18_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(18:1_18:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_18_1_18_2_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(18:1_18:2)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_18_1_18_3_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(18:1_18:3)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_18_1_20_3_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(18:1_20:3)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_18_1_20_4_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(18:1_20:4)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_18_2_18_2_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(18:2_18:2)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DG_18_2_20_4_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","DG(18:2_20:4)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DHCER_D18_0_16_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","dhCer(d18:0/16:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DHCER_D18_0_18_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","dhCer(d18:0/18:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DHCER_D18_0_20_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","dhCer(d18:0/20:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DHCER_D18_0_22_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","dhCer(d18:0/22:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DHCER_D18_0_24_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","dhCer(d18:0/24:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","DHCER_D18_0_24_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","dhCer(d18:0/24:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","GM1_D18_1_16_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","GM1(d18:1/16:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","GM3_D18_1_16_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","GM3(d18:1/16:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","GM3_D18_1_18_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","GM3(d18:1/18:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","GM3_D18_1_20_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","GM3(d18:1/20:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","GM3_D18_1_22_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","GM3(d18:1/22:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","GM3_D18_1_24_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","GM3(d18:1/24:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","GM3_D18_1_24_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","GM3(d18:1/24:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEX2CER_D18_1_16_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Hex2Cer(d18:1/16:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEX2CER_D18_1_18_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Hex2Cer(d18:1/18:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEX2CER_D18_1_20_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Hex2Cer(d18:1/20:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEX2CER_D18_1_22_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Hex2Cer(d18:1/22:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEX2CER_D18_1_24_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Hex2Cer(d18:1/24:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEX2CER_D18_1_24_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Hex2Cer(d18:1/24:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEX3CER_D18_1_16_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Hex3Cer(d18:1/16:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEX3CER_D18_1_18_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Hex3Cer(d18:1/18:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEX3CER_D18_1_20_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Hex3Cer(d18:1/20:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEX3CER_D18_1_22_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Hex3Cer(d18:1/22:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEX3CER_D18_1_24_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Hex3Cer(d18:1/24:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEX3CER_D18_1_24_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","Hex3Cer(d18:1/24:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEXCER_D18_1_16_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","HexCer(d18:1/16:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEXCER_D18_1_18_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","HexCer(d18:1/18:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEXCER_D18_1_20_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","HexCer(d18:1/20:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEXCER_D18_1_22_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","HexCer(d18:1/22:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEXCER_D18_1_24_0_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","HexCer(d18:1/24:0)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","HEXCER_D18_1_24_1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","HexCer(d18:1/24:1)","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","LPC_14_0_SN1_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","LPC(14:0) [sn1]","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
"","LPC_14_0_SN2_","LIPIDOMICSDATABASE_MEIKLELAB","ADMC Lipidomics Meikle Lab Baseline Data Matrix [ADNI1]","-4","Measured Lipid","-4","-4","-4","-4","-4","-4","-4","-4","nM","","LPC(14:0) [sn2]","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-04-13 15:22:08.0"
